cityname,lat,lng
germany/nrw/aachen-wilhelmstrasse/,50.77444444,6.096388889
germany/nrw/bielefeld-detmolder-strasse/,52.00555556,8.552777778
germany/nrw/dusseldorf-sudring/,51.20055556,6.761388889
germany/nrw/leverkusen-gustav-heinemann-strasse/,51.03138889,7.010833333
germany/nrw/ludenscheid-lennestrasse/,51.2275,7.643055556
germany/hamburg/flughafen/,53.63819006,9.997434305
germany/hamburg/sternschanze/,53.56448616,9.968354819
germany/hamburg/altona-elbhang/,9.944840003,53.54526707
germany/hamburg/billbrook/,53.52943303,10.0821688
germany/hamburg/veddel/,53.52290595,10.02201161
germany/hamburg/wilhemsburg/,53.50792527,9.990558158
germany/hamburg/billstedt/,53.53851171,10.10286242
germany/hamburg/finkenwerder-west/,53.53623067,9.844236801
germany/berlin/,52.5200066,13.404954
germany/badenwurttemberg/aalen/,48.8366887,10.0971163
germany/badenwurttemberg/baden-baden/,8.2285242,48.76564
germany/badenwurttemberg/bernhausen/,48.6762524,9.2248635
germany/badenwurttemberg/biberach/,48.0951473,9.7901525
germany/badenwurttemberg/freiburg/,47.9990077,7.8421043
germany/badenwurttemberg/friedrichshafen/,9.4800113,47.6617648
germany/badenwurttemberg/gartringen/,48.641586,8.9029165
germany/badenwurttemberg/heidelberg/,49.3987524,8.6724335
germany/badenwurttemberg/heilbronn/,49.1426929,9.210879
germany/badenwurttemberg/karlsruhe-nordwest/,8.3621262,49.0333564
germany/badenwurttemberg/kehl/,48.5788725,7.8160821
germany/badenwurttemberg/konstanz/,47.6779496,9.1732384
germany/badenwurttemberg/ludwigsburg/,48.8940624,9.195464
germany/badenwurttemberg/mannheim-nord/,49.5111821,8.5177091
germany/badenwurttemberg/neuenburg/,48.848368,8.5879973
germany/badenwurttemberg/pforzheim/,8.6946286,48.8921862
germany/badenwurttemberg/reutlingen/,48.5069389,9.2038043
germany/badenwurttemberg/schwabische-alb/,48.385,9.4525
germany/badenwurttemberg/schwarzwald-sud/,48.7402149,9.1300925
germany/badenwurttemberg/stuttgart-bad-cannstatt/,48.8056,9.2141
germany/badenwurttemberg/tauberbischofsheim/,49.6263199,9.6559606
germany/badenwurttemberg/tubingen/,48.5216364,9.0576448
germany/badenwurttemberg/ulm/,48.4010822,9.9876076
germany/badenwurttemberg/villingen-schwenningen/,8.4640869,48.0594021
germany/badenwurttemberg/weil-am-rhein/,47.5934368,7.6198121
germany/badenwurttemberg/wiesloch/,49.2953714,8.6962064
germany/badenwurttemberg/eggenstein/,49.0761184,8.39144
germany/brandenburg/blankenfelde-mahlow/,52.3480918,13.4036096
germany/brandenburg/brandenburg-a.d.havel/,52.4125287,12.5316444
germany/brandenburg/cottbus/,51.7563108,14.3328679
germany/brandenburg/eisenhuttenstadt/,52.1436615,14.6419022
germany/brandenburg/elsterwerda/,51.4632578,13.5202201
germany/brandenburg/frankfurt-oder/,52.35,14.55
germany/brandenburg/hasenholz-buckow-/,,
germany/brandenburg/lutte-belzig-/,,
germany/brandenburg/nauen/,52.6069165,12.8814887
germany/brandenburg/neuruppin/,52.9154545,12.7990783
germany/brandenburg/potsdam--gross-glienicke/,52.476088,13.1109554
germany/brandenburg/potsdam-zentrum/,52.3960237,13.0579842
germany/brandenburg/premnitz--ot-doberitz/,52.5304434,12.3903859
germany/brandenburg/spreewald-/,,
germany/brandenburg/spremberg/,51.5696303,14.376813
germany/brandenburg/wittenberge/,52.9950038,11.752484
germany/brandenburg/bernau--lohmuhlenstr.-v/,52.6772237,13.5826319
germany/brandenburg/brandenburg-neuendorfer-str.-v/,52.40942,12.54806
germany/brandenburg/cottbus--bahnhofstr.-v/,51.76006,14.32894
germany/brandenburg/cottbus--w.-kulz-str.-v/,51.7538797,14.3217453
germany/brandenburg/potsdam--grossbeerenstr.-v/,52.389817,13.0903142
germany/brandenburg/potsdam--zeppelinstr.-v/,52.3983753,13.0455488
germany/brandenburg/schonefeld--flughafen/,52.3854411,13.5216148
germany/brandenburg/schwedt/oder/,52.6068898,14.4386858
germany/niedersachsen/jadebusen/,8.22315,53.4758394
germany/niedersachsen/emsland/,52.7253212,7.4631525
germany/niedersachsen/braunschweigverkehrsstation/,10.5267696,52.2688736
germany/niedersachsen/gottingenverkehrsstation/,51.5412804,9.9158035
germany/niedersachsen/ostfriesischeinseln/,53.7333333,7.4166667
germany/niedersachsen/hannoververkehrsstation/,52.3758916,9.7320104
germany/niedersachsen/barbisverkehrsstation/,10.419444,51.616111
germany/niedersachsen/wolfsburg/,52.4226503,10.7865461
germany/niedersachsen/osnabruckverkehrsstation/,52.2799112,8.0471788
germany/niedersachsen/wolfsburg-verkehrsstation/,52.4226503,10.7865461
germany/niedersachsen/wesermundung/,53.0559625,9.2084296
germany/niedersachsen/salzgitter-drutte/,52.1533469,10.4494285
germany/niedersachsen/oldenburgverkehrsstation/,53.1434501,8.2145521
germany/niedersachsen/gottingen/,51.5412804,9.9158035
germany/niedersachsen/osnabruck/,52.2799112,8.0471788
germany/niedersachsen/hannover/,52.3758916,9.7320104
germany/niedersachsen/luneburgerheide/,53.1660833,9.9189944
germany/niedersachsen/braunschweig/,52.2688736,10.5267696
germany/niedersachsen/wendland/,53.0175275,11.1432543
germany/niedersachsen/oker/harlingerode/,51.904879,10.478146
germany/niedersachsen/ostfriesland/,7.4848308,53.4708393
germany/niedersachsen/altesland/,52.9364915,9.0753464
germany/niedersachsen/weserbergland/,51.8333333,9.5
germany/niedersachsen/solling-sud/,51.8006069,9.6900658
germany/niedersachsen/elbmundung/,53.2130302,9.4798781
germany/niedersachsen/wurmberg/,51.7570345,10.6180779
germany/niedersachsen/eichsfeld/,51.3618942,10.2428459
germany/rheinlandpfalz/kaiserslautern-rathausplatz/,49.481453,7.7125012
germany/rheinlandpfalz/ludwigshafen-mundenheimer-str./,49.4681237,8.4430906
germany/rheinlandpfalz/mainz-parcusstrasse/,50.001032,8.261091
germany/rheinlandpfalz/mainz-zitadelle/,8.2736363,49.9937671
germany/rheinlandpfalz/neuwied-hermannstrasse/,50.4286926,7.4638813
germany/rheinlandpfalz/worms-hagenstrasse/,49.6286656,8.3647919
germany/rheinlandpfalz/pfalzerwald-hortenkopf/,49.2925,7.8516667
germany/rheinlandpfalz/koblenz-hohenfelder-strasse/,50.359197,7.5918225
germany/rheinlandpfalz/ludwigshafen-heinigstrasse/,49.4797577,8.4421989
germany/rheinlandpfalz/ludwigshafen-oppau/,49.5200648,8.4012329
germany/rheinlandpfalz/mainz-mombach/,50.016667,8.216667
germany/rheinlandpfalz/neuwied-hafenstrasse/,50.416243,7.4844246
germany/rheinlandpfalz/pirmasens-schaferstrasse/,7.6042693,49.1985637
germany/rheinlandpfalz/worth-marktplatz/,49.0520822,8.2527935
germany/rheinlandpfalz/hunsruck-leisel/,50,7.5
germany/rheinlandpfalz/westpfalz-dunzweiler/,49.4161821,7.3048053
germany/rheinlandpfalz/westerwald-herdorf/,50.7781568,7.951955
germany/rheinlandpfalz/westeifel-wascheid/,48.654217,7.149021
poland/bydgoszcz/bydgoszcz-pl.-poznanski/,53.12166667,17.98777778
poland/bydgoszcz/bydgoszcz-warszawska/,53.13388889,17.99555556
poland/bydgoszcz/wloclawek-okrzei/,52.65861111,19.05916667
poland/bydgoszcz/torun-policja/,53.02861111,18.66583333
poland/bydgoszcz/airp.-grudziadz/,53.49333333,18.76194444
poland/bydgoszcz/airp.-inowroclaw/,52.79305556,18.24083333
poland/bydgoszcz/airp.-torun/,53.01222222,18.60611111
poland/bydgoszcz/airp.-lafarge/,52.82277778,17.85888889
poland/bydgoszcz/torun-kaszownik/,53.0175,18.61277778
poland/bydgoszcz/airp.-bydgoszcz-mobil/,53.12611111,18.00722222
poland/lubuski/wschowa/,51.79972222,16.3175
poland/lubuski/sulecin/,52.43772222,15.12244444
poland/lubuski/zary/,51.64265556,15.12780833
poland/lubuski/gorzow-wielkopolski/,52.73821389,15.22866667
poland/lubuski/zielona-gora/,51.93978333,15.51886111
poland/mazowieckie/warszawa/targowek/,52.2895399,21.0414783
poland/mazowieckie/warszawa/ursynow/,52.1604631,21.0343333
poland/mazowieckie/legionowo/zegrzynska/,52.4080987,20.9557102
poland/mazowieckie/radom/tochtermana/,51.3990078,21.1477807
poland/mazowieckie/plock/reja/,52.5504932,19.7077017
poland/mazowieckie/piastow/pulaskiego/,52.1920446,20.8376584
poland/mazowieckie/zyrardow/roosevelta/,52.0542737,20.4307819
poland/mazowieckie/granica/kpn/,52.2742842,20.4503507
poland/mazowieckie/belsk/igpan/,51.8340119,20.7931174
poland/mazowieckie/warszawa/porajow/,20.9582487,52.3141133
poland/mazowieckie/warszawa/puszczy-solskiej/,52.2265587,20.9088752
poland/mazowieckie/warszawa/krucza/,52.2249867,21.0200483
poland/mazowieckie/siedlce/konarskiego/,52.1721503,22.2828899
poland/mazowieckie/warszawa/komunikacyjna/,52.2193405,21.0047995
poland/mazowieckie/warszawa/marszalkowska/,52.2253196,21.0148967
poland/mazowieckie/plock/gimnazjum/,52.5563285,19.6880419
poland/mazowieckie/otwock/brzozowa/,52.1154499,21.2376642
poland/mazowieckie/konstancin-jeziorna/wierzejewskiego/,52.084701,21.10811
poland/lodz/lodz--ul.-gdanska-18/,,
poland/lodz/lodz--ul.-czernika-1/3/,,
poland/lodz/radomsko--ul.-sokola-4/,,
poland/wielkopolski/borowiec-obserwatorium/,,
poland/lodz/gajew--gm.-witonia/,52.14325,19.233225
poland/lodz/lodz--ul.-zachodnia-40/,51.777685,19.4527981
poland/lodz/pabianice--ul.-konstantynowska/,51.667981,19.368683
poland/lodz/piotrkow--ul.-krakowskie-przedmiescie-13/,51.404406,19.696956
poland/lodz/zgierz--ul.-mielczarskiego-1/,51.856692,19.421231
poland/lodz/lodz-kilinskiego-komunikacyjna/,51.766264,19.465669
poland/lodz/lodz-gdanska-16/,19.4509,51.775411
poland/lodz/radomsko--ul.-sokola-4-/,51.067439,19.448694
poland/lodz/lodz--ul.-czernika-1/3-/,51.75805,19.529786
poland/lodz/lodz-jana-pawla-ii-15/,51.754613,19.434925
poland/lublin/biala-podlaska/,52.0387126,23.1445026
poland/lublin/lublin-ul.obywatelska/,51.258828,22.570467
poland/lublin/zamosc/,23.2519686,50.7230879
poland/malopolska/tarnow/,50.020169,21.004167
poland/malopolska/skawina/,49.971047,19.830422
poland/malopolska/krakow/aleja-krasinskiego/,50.057678,19.926189
poland/malopolska/krakow/nowa-huta/,50.069308,20.053492
poland/malopolska/nowy-sacz/,49.619281,20.714403
poland/malopolska/zakopane/,19.960083,49.293564
poland/malopolska/trzebinia/,50.159406,19.477464
poland/malopolska/krakow/kurdwanow/,50.010575,19.949189
poland/malopolska/olkusz/,50.277569,19.569869
poland/malopolska/sucha-beskidzka/,49.74127,19.58636
poland/malopolska/krakow-ul.-dietla/,50.057447,19.946008
poland/malopolska/tarnow-ul.-ks.-romana-sitko/,50.018263,20.99258
poland/malopolska/krakow--ul.-zloty-rog/,50.081197,19.895358
poland/malopolska/krakow--os.-piastow/,20.018317,50.099361
poland/malopolska/nowy-targ--pl.-slowackiego/,20.028785,49.483593
poland/gdansk/gdansk-srodmiescie/,54.35333333,18.63527778
poland/gdansk/gdansk-stogi/,54.36777778,18.70111111
poland/gdansk/gdansk-nowy-port/,18.6575,54.40083333
poland/gdansk/gdynia-pogorze/,54.56083333,18.49333333
poland/gdansk/gdansk-szadolki/,54.32833333,18.55777778
poland/gdansk/sopot/,54.43166667,18.57972222
poland/gdansk/tczew/,54.08583333,18.7875
poland/gdansk/gdansk-wrzeszcz/,54.38027778,18.62027778
poland/gdansk/gdynia-dabrowa/,54.46555556,18.46472222
poland/gdansk/gdynia-srodmiescie/,54.52527778,18.53638889
poland/pomorski/starogard-gdanski/,53.9658,18.5279
poland/pomorski/slupsk/,54.463341,17.046677
poland/pomorski/koscierzyna/,54.119948,17.97702
poland/pomorski/malbork/,54.031129,19.03278
poland/pomorski/lebork/,54.546219,17.74635
poland/bialystok/bialystok-miejska/,53.126815,23.1563701
poland/bialystok/lomza-miejska/,53.1817812,22.0566504
poland/bialystok/suwalki-miejska/,22.936034,54.118099
poland/szczecinie/szczecin-ul.-pilsudskiego/,53.43216944,14.5539
poland/szczecinie/koszalin-ul.-armii-krajowej/,54.19398611,16.17254444
poland/szczecinie/szczecinek-ul.-przemyslowa/,53.6989,16.70457222
poland/szczecinie/szczecin-ul.-andrzejewskiego/,53.380975,14.66334722
poland/szczecinie/szczecin-ul.-laczna/,53.47088889,14.55625
poland/dolnoslaskie/nowa-ruda-srebrna/,50.579914,16.514422
poland/dolnoslaskie/dzierzoniow-pilsudskiego/,50.732817,16.64805
poland/dolnoslaskie/walbrzych-wysockiego/,50.768729,16.269677
poland/dolnoslaskie/wroclaw-korzeniowskiego/,51.129378,17.02925
poland/dolnoslaskie/wroclaw-wisniowa/,51.086225,17.012689
poland/dolnoslaskie/legnica-rzeczypospolitej/,51.2045203,16.180513
poland/dolnoslaskie/zabkowice-slaskie/,50.592325,16.819786
poland/dolnoslaskie/swidnica-marcinkowskiego/,50.846559,16.466928
poland/dolnoslaskie/klodzko-szkolna/,50.43352222,16.65361389
poland/dolnoslaskie/bogatynia-mobil/,50.940997,14.916694
poland/dolnoslaskie/jelenia-gora-oginskiego/,50.91347,15.765659
poland/dolnoslaskie/dzialoszyn/,50.972167,14.941319
poland/wielkopolski/poznan-1-ul.-polanka/,52.398175,16.95951944
poland/wielkopolski/poznan-2-ogrod-botaniczny/,52.42031944,16.87728889
poland/wielkopolski/borowiec-gm.-kornik/,52.27679444,17.07411389
poland/wielkopolski/pila-ul.-kusocinskiego/,53.15440833,16.75957222
poland/wielkopolski/konin-ul.-wyszynskiego/,18.26903611,52.22563333
poland/wielkopolski/kalisz-ul.hanki-sawickiej/,51.74905278,18.04838889
poland/slaski/bielsko-biala--ul.-kossak-szczuckiej-19/,49.813464,19.027318
poland/slaski/czestochowa--ul.-baczynskiego-2/,50.836389,19.130111
poland/slaski/czestochowa--al.-armii-krajowej-3-komunikacyjna/,50.817676,19.117426
poland/slaski/cieszyn--ul.-mickiewicza-13/,49.738136,18.639069
poland/slaski/gliwice--ul.-mewy-34/,50.279333,18.655764
poland/slaski/katowice--ul-kossutha-6/,50.264611,18.975028
poland/slaski/dabrowa-gornicza--ul.-tysiaclecia-25a/,19.23111111,50.32888889
poland/slaski/rybnik--ul.-borki-37a/,50.111181,18.516139
poland/slaski/sosnowiec--ul.-lubelska-51/,50.285956,19.184399
poland/slaski/wodzislaw--galczynskiego-1/,50.007629,18.455548
poland/slaski/zloty-potok--lesniczowka-kamienna-gora/,50.710889,19.458797
poland/slaski/zywiec--ul.-slowackiego-2/,49.68831667,19.20603333
poland/slaski/tychy--ul.-tolstoja-1/,50.099903,18.990236
poland/slaski/ustron--sanatoryjna-7/,49.71972222,18.82658333
poland/slaski/zabrze--ul.-sklodowskiej-curie-34/,50.3165,18.772375
poland/slaski/zywiec--ul.-kopernika-84/,49.671602,19.234446
poland/swietokrzyski/nowiny-ul.-parkowa/,50.82305556,20.53333333
poland/swietokrzyski/polaniec/,50.42888889,21.27722222
poland/swietokrzyski/malogoszcz/,50.80833333,20.27055556
poland/swietokrzyski/kielce-ul.-jagiellonska/,50.8725,20.605
poland/opolski/k-kozle/,50.34960833,18.236575
poland/opolski/zdzieszowice/,50.42353333,18.12073889
poland/opolski/opole/,17.92279722,50.66696111
poland/opolski/olesno/,50.87698333,18.41687778
poland/podkarpacki/rzeszow-ul.-rejtana/,50.02424167,22.010575
poland/podkarpacki/jaslo-ul.-sikorskiego/,49.74488611,21.45461667
poland/podkarpacki/nisko-ul.-szklarniowa/,50.52989167,22.11246667
poland/podkarpacki/przemysl-ul.-grunwaldzka/,49.78433889,22.75623889
poland/podkarpacki/mielec-mosir-wios/,50.300761,21.434331
italy/lombardia/casirate-dadda-/,45.49822794,9.55624181
italy/lombardia/cornale-/,8.91415717,45.04008561
italy/lombardia/merate-/,45.69795956,9.40619194
italy/lombardia/ponti-sul-mincio-/,10.68336214,45.41277633
italy/lombardia/borgofranco-/,45.04650286,11.18094889
italy/lombardia/mortara-/,45.25473597,8.74415572
italy/lombardia/sannazzaro-de-burgondi-/,45.10277464,8.90418742
italy/lombardia/cremona-cadorna/,45.13195042,10.01574064
italy/lombardia/brescia-broletto/,45.54006456,10.22281989
italy/lombardia/castano-primo-/,8.77611,45.54594739
italy/lombardia/milano-senato/,45.470501,9.19746075
italy/lombardia/saronno-santuario/,45.626104,9.025004
italy/lombardia/varese-copelli/,45.8169745,8.82024911
italy/lombardia/como-centro/,45.81504217,9.06697886
italy/lombardia/bergamo-via-meucci/,45.691044,9.64366225
italy/lombardia/seriate-/,9.71495853,45.68636206
italy/lombardia/treviglio-/,45.51933533,9.59201917
italy/lombardia/lodi-via-vignati/,45.30601628,9.48527511
italy/lombardia/soresina-/,45.28398,9.86340258
italy/lombardia/pavia-folperti/,45.19468231,9.16464919
italy/lombardia/monza-machiavelli/,45.574117,9.263808
italy/lombardia/cremona-fatebenefratelli/,45.14254358,10.04384767
italy/lombardia/calusco-/,45.69043647,9.48426111
italy/lombardia/schivenoglia-/,45.01688067,11.07609728
italy/lombardia/milano-pascal-citta-studi/,45.478347,9.231667
italy/lombardia/lecco-via-sora/,45.86375372,9.39995481
italy/lombardia/sondrio-via-paribelli/,46.16785664,9.87921169
italy/lombardia/lodi-s.-alberto/,45.30278678,9.49528589
italy/lombardia/turano-/,45.25028636,9.62126692
italy/lombardia/dalmine-via-verdi/,45.64971,9.60123469
italy/lombardia/spinadesco-/,45.15047339,9.93059842
italy/lombardia/darfo-/,45.87460256,10.17736553
italy/lombardia/brescia-villaggio-sereno/,45.515945,10.21914764
italy/lombardia/moggio-/,45.91279097,9.49754261
italy/lombardia/mantova-s.agnese/,45.16057658,10.79557331
italy/lazio/frosinone/cassino/,13.8333776,41.4907889
italy/lazio/frosinone/fontechiari/,41.668821,13.6755001
italy/lazio/frosinone/via-mazzini/,13.35094,41.63729
italy/lazio/latina/latina-scalo/,41.5338395,12.9467669
italy/lazio/rieti/leonessa/,42.5660721,12.962445
italy/lazio/rieti/rieti-1/,42.404509,12.8567281
italy/lazio/roma/francia/,41.9644063,12.6684397
italy/lazio/roma/cinecitta/,41.8482263,12.5759027
italy/lazio/roma/guidonia/,41.9939694,12.7245045
italy/lazio/roma/villa-ada/,41.9328321,12.5012473
italy/lazio/roma/guido/,41.9248746,12.4934413
italy/lazio/roma/cavaliere/,41.9363397,12.6544146
italy/lazio/roma/cipro/,41.9071831,12.4466876
italy/lazio/roma/malagrotta/,41.883706,12.3337009
italy/lazio/viterbo/viterbo/,42.4206766,12.107669
italy/lazio/viterbo/acquapendente/,42.7477229,11.8630202
italy/lazio/roma/arenula/,41.8932669,12.4753855
italy/piemonte/biella/sturzo/,45.5576413,8.0552155
italy/piemonte/cuneo/alpini/,44.3703176,7.5251893
italy/piemonte/mondovi/aragno/,44.388806,7.8297411
italy/piemonte/borgomanero/molli/,45.6989656,8.4606044
italy/piemonte/cerano/bagno/,45.4099034,8.7875429
italy/piemonte/trecate/verra/,45.4371054,8.7452213
italy/piemonte/torino/rebaudengo/,45.104332,7.6964231
italy/piemonte/torino/lingotto/,7.6517438,45.0314278
italy/piemonte/cigliano-autostrada/,45.0522366,7.5153885
italy/piemonte/beinasco/aldo-mei/,7.595251,45.0305638
italy/piemonte/dernice/costa/,44.7376397,9.0282193
italy/piemonte/torino/rubino/,45.0402149,7.6227648
italy/piemonte/leini/grande-torino/,7.7106429,45.1766975
italy/piemonte/alessandria/volta/,44.9026826,8.60424
italy/piemonte/vinchio/san-michele/,8.3136163,44.8080034
italy/piemonte/revello/staffarda/,44.7202123,7.4383072
italy/piemonte/novara/verdi/,8.6640513,45.3881178
italy/piemonte/ceresole-reale/diga/,45.4321772,7.2343067
italy/piemonte/castagneto-po/monpilotto/,45.1603475,7.8845954
italy/piemonte/chivasso/montanaro/,45.1954205,7.8820842
italy/piemonte/gabiano/cantavenna/,45.159718,8.2261891
italy/piemonte/baceno/alpe-devero/,46.311311,8.2597173
italy/bolzano-alto-adige/plaza-adriano/,46.5327419,11.2121567
italy/bolzano-alto-adige/merano-meran/,46.6712938,11.1525179
italy/bolzano-alto-adige/laces-latsch/,46.6177058,10.8589638
italy/bolzano-alto-adige/via-amba-alagi-str./,46.4990751,11.3418051
italy/bolzano-alto-adige/via-claudia-augusta/,46.4834365,11.343158
italy/emilia-romagna/savignano/,44.096869,12.403328
italy/emilia-romagna/savignano-di-rigo/,43.927406,12.224794
italy/emilia-romagna/marecchia/,44.06430817,12.55249023
